Duration,ICPErrorClosestFacetAll,ResidualError,RobustMeanDist,NbPointsRobMeanDist,HaussdorffDist,HaussdorffQuantileDist,ICPErrorClosestFacetRef,selectiveICPOverlap,normalICPOverlap,sizeOfMap
Number of Facets in Model: 182
1568115179.643655000,,,,,,,,,0.798244,
1568115179.844081000,,,,,,,,,0.798331,
1568115180.044391000,,,,,,,,,0.798637,
1568115180.244881000,,,,,,,,,0.798232,
1568115180.445323000,,,,,,,,,0.797455,
1568115180.645708000,,,,,,,,,0.798737,
1568115180.846080000,,,,,,,,,0.798693,
1568115181.046443000,,,,,,,,,0.798777,
1568115181.246795000,,,,,,,,,0.79911,
1568115181.447259000,,,,,,,,,0.797965,
1568115181.647628000,,,,,,,,,0.798301,
1568115181.848068000,,,,,,,,,0.798885,
1568115182.048371000,,,,,,,,,0.798317,
1568115182.249475000,,,,,,,,,0.797772,
1568115182.449218000,,,,,,,,,0.798775,
1568115182.649601000,,,,,,,,,0.797517,
1568115182.850530000,,,,,,,,0.698134,,
1568115182.850530000,,,,,,,,,,4359
1568115183.050397000,,,,,,,,0.697966,,
1568115183.050397000,,,,,,,,,,7546
1568115183.250772000,,,,,,,,0.698623,,
1568115183.250772000,,,,,,,,,,10291
1568115183.451182000,,,,,,,,0.698673,,
1568115183.451182000,,,,,,,,,,12988
1568115183.651558000,,,,,,,,0.698265,,
1568115183.651558000,,,,,,,,,,15669
1568115183.851977000,,,,,,,,0.697963,,
1568115183.851977000,,,,,,,,,,18228
1568115184.052352000,,,,,,,,0.698157,,
1568115184.052352000,,,,,,,,,,20711
1568115184.252748000,,,,,,,,0.697955,,
1568115184.252748000,,,,,,,,,,23051
1568115184.453173000,,,,,,,,0.698215,,
1568115184.453173000,,,,,,,,,,25531
1568115184.653570000,,,,,,,,0.698049,,
1568115184.653570000,,,,,,,,,,28053
1568115184.853984000,,,,,,,,0.697787,,
1568115184.853984000,,,,,,,,,,30442
1568115185.054391000,,,,,,,,0.698382,,
1568115185.054391000,,,,,,,,,,32695
1568115185.254776000,,,,,,,,0.69846,,
1568115185.254776000,,,,,,,,,,35217
1568115185.455238000,,,,,,,,0.698439,,
1568115185.455238000,,,,,,,,,,37476
1568115185.655632000,,,,,,,,0.698587,,
1568115185.655632000,,,,,,,,,,39832
1568115185.855997000,,,,,,,,0.697884,,
1568115185.855997000,,,,,,,,,,42086
1568115186.056605000,,,,,,,,0.698215,,
1568115186.056605000,,,,,,,,,,44429
1568115186.256838000,,,,,,,,0.698349,,
1568115186.256838000,,,,,,,,,,46807
1568115186.457236000,,,,,,,,0.698296,,
1568115186.457236000,,,,,,,,,,49234
1568115186.657695000,,,,,,,,0.698392,,
1568115186.657695000,,,,,,,,,,51599
1568115186.857981000,,,,,,,,0.698152,,
1568115186.857981000,,,,,,,,,,53820
1568115187.058372000,,,,,,,,0.698387,,
1568115187.058372000,,,,,,,,,,56146
1568115187.258773000,,,,,,,,0.698075,,
1568115187.258773000,,,,,,,,,,58394
1568115187.459300000,,,,,,,,0.698308,,
1568115187.459300000,,,,,,,,,,60706
1568115187.659543000,,,,,,,,0.698913,,
1568115187.659543000,,,,,,,,,,63126
1568115187.859958000,,,,,,,,0.698805,,
1568115187.859958000,,,,,,,,,,65484
1568115188.060619000,,,,,,,,0.698514,,
1568115188.060619000,,,,,,,,,,67737
1568115188.260733000,,,,,,,,0.698134,,
1568115188.260733000,,,,,,,,,,70101
1568115188.461224000,,,,,,,,0.697757,,
1568115188.461224000,,,,,,,,,,72441
1568115188.661593000,,,,,,,,0.698334,,
1568115188.661593000,,,,,,,,,,74800
1568115188.861977000,,,,,,,,0.698013,,
1568115188.861977000,,,,,,,,,,77044
1568115189.062316000,,,,,,,,0.697718,,
1568115189.062316000,,,,,,,,,,79410
1568115189.262836000,,,,,,,,0.698051,,
1568115189.262836000,,,,,,,,,,81730
1568115189.463213000,,,,,,,,0.697612,,
1568115189.463213000,,,,,,,,,,84039
1568115189.663565000,,,,,,,,0.697807,,
1568115189.663565000,,,,,,,,,,86281
1568115189.863988000,,,,,,,,0.698671,,
1568115189.863988000,,,,,,,,,,88564
1568115190.064316000,,,,,,,,0.697731,,
1568115190.064316000,,,,,,,,,,90930
1568115190.264762000,,,,,,,,0.698444,,
1568115190.264762000,,,,,,,,,,93160
1568115190.465134000,,,,,,,,0.698135,,
1568115190.465134000,,,,,,,,,,95464
1568115190.665522000,,,,,,,,0.698278,,
1568115190.665522000,,,,,,,,,,97793
1568115190.865960000,,,,,,,,0.698562,,
1568115190.865960000,,,,,,,,,,100068
1568115191.066344000,,,,,,,,0.698421,,
1568115191.066344000,,,,,,,,,,102356
1568115191.266725000,,,,,,,,0.697908,,
1568115191.266725000,,,,,,,,,,104625
1568115191.467102000,,,,,,,,0.698573,,
1568115191.467102000,,,,,,,,,,106924
1568115191.667521000,,,,,,,,0.698314,,
1568115191.667521000,,,,,,,,,,109215
1568115191.868026000,,,,,,,,0.698488,,
1568115191.868026000,,,,,,,,,,111432
1568115192.068258000,,,,,,,,0.698588,,
1568115192.068258000,,,,,,,,,,113677
1568115192.268702000,,,,,,,,0.698826,,
1568115192.268702000,,,,,,,,,,115989
1568115192.469153000,,,,,,,,0.69824,,
1568115192.469153000,,,,,,,,,,118137
1568115192.669557000,,,,,,,,0.698206,,
1568115192.669557000,,,,,,,,,,120436
1568115192.869905000,,,,,,,,0.698456,,
1568115192.869905000,,,,,,,,,,122674
1568115193.270699000,,,,,,,,0.698215,,
1568115193.270699000,,,,,,,,,,124801
1568115193.471082000,,,,,,,,0.698119,,
1568115193.471082000,,,,,,,,,,127116
1568115193.871850000,,,,,,,,0.697876,,
1568115193.871850000,,,,,,,,,,129239
1568115194.072271000,,,,,,,,0.698457,,
1568115194.072271000,,,,,,,,,,131479
1568115194.473032000,,,,,,,,0.698522,,
1568115194.473032000,,,,,,,,,,133651
1568115194.673442000,,,,,,,,0.698307,,
1568115194.673442000,,,,,,,,,,135944
1568115195.074178000,,,,,,,,0.698492,,
1568115195.074178000,,,,,,,,,,138102
1568115195.274664000,,,,,,,,0.698024,,
1568115195.274664000,,,,,,,,,,140457
1568115195.475029000,,,,,,,,0.698898,,
1568115195.475029000,,,,,,,,,,142721
1568115195.675436000,,,,,,,,0.698307,,
1568115195.675436000,,,,,,,,,,145000
1568115195.875793000,,,,,,,,0.698603,,
1568115195.875793000,,,,,,,,,,147265
1568115196.076275000,,,,,,,,0.697768,,
1568115196.076275000,,,,,,,,,,149439
1568115196.276636000,,,,,,,,0.697824,,
1568115196.276636000,,,,,,,,,,151781
1568115196.477071000,,,,,,,,0.6984,,
1568115196.477071000,,,,,,,,,,154046
1568115196.677525000,,,,,,,,0.698705,,
1568115196.677525000,,,,,,,,,,156320
1568115196.877936000,,,,,,,,0.697881,,
1568115196.877936000,,,,,,,,,,158525
1568115197.078188000,,,,,,,,0.698239,,
1568115197.078188000,,,,,,,,,,160760
1568115197.278616000,,,,,,,,0.698666,,
1568115197.278616000,,,,,,,,,,163058
1568115197.479156000,,,,,,,,0.698411,,
1568115197.479156000,,,,,,,,,,165365
1568115197.679431000,,,,,,,,0.697911,,
1568115197.679431000,,,,,,,,,,167610
1568115197.879844000,,,,,,,,0.698491,,
1568115197.879844000,,,,,,,,,,169888
1568115198.080189000,,,,,,,,0.697941,,
1568115198.080189000,,,,,,,,,,172256
1568115198.280649000,,,,,,,,0.698706,,
1568115198.280649000,,,,,,,,,,174607
1568115198.481027000,,,,,,,,0.698787,,
1568115198.481027000,,,,,,,,,,176950
1568115198.681407000,,,,,,,,0.69837,,
1568115198.681407000,,,,,,,,,,179292
1568115198.881891000,,,,,,,,0.697916,,
1568115198.881891000,,,,,,,,,,181568
1568115199.082199000,,,,,,,,0.698222,,
1568115199.082199000,,,,,,,,,,183781
1568115199.282577000,,,,,,,,0.698099,,
1568115199.282577000,,,,,,,,,,186103
1568115199.483020000,,,,,,,,0.698138,,
1568115199.483020000,,,,,,,,,,188375
1568115199.683453000,,,,,,,,0.698475,,
1568115199.683453000,,,,,,,,,,190712
1568115199.883771000,,,,,,,,0.698441,,
1568115199.883771000,,,,,,,,,,193040
1568115200.084312000,,,,,,,,0.69824,,
1568115200.084312000,,,,,,,,,,195291
1568115200.284686000,,,,,,,,0.697655,,
1568115200.284686000,,,,,,,,,,197628
1568115200.484970000,,,,,,,,0.698927,,
1568115200.484970000,,,,,,,,,,199851
1568115200.685373000,,,,,,,,0.698555,,
1568115200.685373000,,,,,,,,,,202027
1568115200.885925000,,,,,,,,0.698516,,
1568115200.885925000,,,,,,,,,,204291
1568115201.086179000,,,,,,,,0.69857,,
1568115201.086179000,,,,,,,,,,206569
1568115201.286595000,,,,,,,,0.697628,,
1568115201.286595000,,,,,,,,,,208803
1568115201.486953000,,,,,,,,0.698561,,
1568115201.486953000,,,,,,,,,,211066
1568115201.687349000,,,,,,,,0.698276,,
1568115201.687349000,,,,,,,,,,213302
1568115201.887712000,,,,,,,,0.698566,,
1568115201.887712000,,,,,,,,,,215515
1568115202.088160000,,,,,,,,0.697996,,
1568115202.088160000,,,,,,,,,,217824
1568115202.288569000,,,,,,,,0.69838,,
1568115202.288569000,,,,,,,,,,220014
1568115202.488919000,,,,,,,,0.698707,,
1568115202.488919000,,,,,,,,,,222110
1568115202.689277000,,,,,,,,0.698634,,
1568115202.689277000,,,,,,,,,,224504
1568115202.889675000,,,,,,,,0.69881,,
1568115202.889675000,,,,,,,,,,226705
1568115203.090035000,,,,,,,,0.698509,,
1568115203.090035000,,,,,,,,,,228849
1568115203.290426000,,,,,,,,0.698552,,
1568115203.290426000,,,,,,,,,,231034
1568115203.490890000,,,,,,,,0.698076,,
1568115203.490890000,,,,,,,,,,233392
1568115203.691323000,,,,,,,,0.698229,,
1568115203.691323000,,,,,,,,,,235534
1568115203.891690000,,,,,,,,0.698075,,
1568115203.891690000,,,,,,,,,,237905
1568115204.092104000,,,,,,,,0.69834,,
1568115204.092104000,,,,,,,,,,240301
1568115204.292507000,,,,,,,,0.698125,,
1568115204.292507000,,,,,,,,,,242486
1568115204.492859000,,,,,,,,0.698376,,
1568115204.492859000,,,,,,,,,,244715
1568115204.693206000,,,,,,,,0.698345,,
1568115204.693206000,,,,,,,,,,246941
1568115204.893639000,,,,,,,,0.698376,,
1568115204.893639000,,,,,,,,,,249221
1568115205.094058000,,,,,,,,0.698101,,
1568115205.094058000,,,,,,,,,,251450
1568115205.294439000,,,,,,,,0.698245,,
1568115205.294439000,,,,,,,,,,253597
1568115205.494796000,,,,,,,,0.697918,,
1568115205.494796000,,,,,,,,,,255818
1568115205.695256000,,,,,,,,0.698392,,
1568115205.695256000,,,,,,,,,,258202
1568115205.895691000,,,,,,,,0.698991,,
1568115205.895691000,,,,,,,,,,260419
1568115206.096037000,,,,,,,,0.698685,,
1568115206.096037000,,,,,,,,,,262600
1568115206.296398000,,,,,,,,0.699164,,
1568115206.296398000,,,,,,,,,,264712
1568115206.496891000,,,,,,,,0.699086,,
1568115206.496891000,,,,,,,,,,266963
1568115206.697183000,,,,,,,,0.699485,,
1568115206.697183000,,,,,,,,,,269176
1568115206.897675000,,,,,,,,0.698,,
1568115206.897675000,,,,,,,,,,271407
1568115207.098067000,,,,,,,,0.698748,,
1568115207.098067000,,,,,,,,,,273634
1568115207.298727000,,,,,,,,0.699648,,
1568115207.298727000,,,,,,,,,,275731
1568115207.498764000,,,,,,,,0.699794,,
1568115207.498764000,,,,,,,,,,277870
1568115207.699186000,,,,,,,,0.69974,,
1568115207.699186000,,,,,,,,,,280162
1568115207.899560000,,,,,,,,0.699568,,
1568115207.899560000,,,,,,,,,,282122
1568115208.099942000,,,,,,,,0.69976,,
1568115208.099942000,,,,,,,,,,284116
1568115208.300398000,,,,,,,,0.699846,,
1568115208.300398000,,,,,,,,,,285982
1568115208.500766000,,,,,,,,0.699843,,
1568115208.500766000,,,,,,,,,,287984
1568115208.701154000,,,,,,,,0.69885,,
1568115208.701154000,,,,,,,,,,289832
1568115208.901578000,,,,,,,,0.698581,,
1568115208.901578000,,,,,,,,,,291776
1568115209.102009000,,,,,,,,0.699704,,
1568115209.102009000,,,,,,,,,,293677
1568115209.302346000,,,,,,,,0.69962,,
1568115209.302346000,,,,,,,,,,295625
1568115209.502717000,,,,,,,,0.699411,,
1568115209.502717000,,,,,,,,,,297578
1568115209.703147000,,,,,,,,0.699165,,
1568115209.703147000,,,,,,,,,,299508
1568115209.903617000,,,,,,,,0.699322,,
1568115209.903617000,,,,,,,,,,301547
1568115210.104055000,,,,,,,,0.699549,,
1568115210.104055000,,,,,,,,,,303503
1568115210.304355000,,,,,,,,0.699602,,
1568115210.304355000,,,,,,,,,,305606
1568115210.504753000,,,,,,,,0.698984,,
1568115210.504753000,,,,,,,,,,307608
1568115210.705059000,,,,,,,,0.699668,,
1568115210.705059000,,,,,,,,,,309500
1568115210.905554000,,,,,,,,0.699267,,
1568115210.905554000,,,,,,,,,,311392
1568115211.106027000,,,,,,,,0.699604,,
1568115211.106027000,,,,,,,,,,313406
1568115211.306378000,,,,,,,,0.69983,,
1568115211.306378000,,,,,,,,,,315333
1568115211.506813000,,,,,,,,0.699616,,
1568115211.506813000,,,,,,,,,,317445
1568115211.707153000,,,,,,,,0.699267,,
1568115211.707153000,,,,,,,,,,319548
1568115211.907616000,,,,,,,,0.699593,,
1568115211.907616000,,,,,,,,,,321623
1568115212.108026000,,,,,,,,0.69964,,
1568115212.108026000,,,,,,,,,,323612
1568115212.308405000,,,,,,,,0.699504,,
1568115212.308405000,,,,,,,,,,325702
1568115212.508735000,,,,,,,,0.699588,,
1568115212.508735000,,,,,,,,,,327679
1568115212.709212000,,,,,,,,0.699734,,
1568115212.709212000,,,,,,,,,,329570
1568115212.909558000,,,,,,,,0.69971,,
1568115212.909558000,,,,,,,,,,331462
1568115213.109979000,,,,,,,,0.699592,,
1568115213.109979000,,,,,,,,,,333421
1568115213.310384000,,,,,,,,0.69985,,
1568115213.310384000,,,,,,,,,,335355
1568115213.510769000,,,,,,,,0.698812,,
1568115213.510769000,,,,,,,,,,337335
1568115213.711167000,,,,,,,,0.69883,,
1568115213.711167000,,,,,,,,,,339336
1568115213.911531000,,,,,,,,0.699456,,
1568115213.911531000,,,,,,,,,,341432
1568115214.111979000,,,,,,,,0.699848,,
1568115214.111979000,,,,,,,,,,343251
1568115214.312370000,,,,,,,,0.699063,,
1568115214.312370000,,,,,,,,,,345280
1568115214.512718000,,,,,,,,0.699032,,
1568115214.512718000,,,,,,,,,,347457
1568115214.913593000,,,,,,,,0.699039,,
1568115214.913593000,,,,,,,,,,349217
1568115215.113929000,,,,,,,,0.696686,,
1568115215.113929000,,,,,,,,,,351016
1568115215.514769000,,,,,,,,0.696965,,
1568115215.514769000,,,,,,,,,,352878
1568115215.715172000,,,,,,,,0.697332,,
1568115215.715172000,,,,,,,,,,354801
1568115215.915492000,,,,,,,,0.697233,,
1568115215.915492000,,,,,,,,,,356546
1568115216.115951000,,,,,,,,0.695566,,
1568115216.115951000,,,,,,,,,,358257
1568115216.316527000,,,,,,,,0.697188,,
1568115216.316527000,,,,,,,,,,359900
1568115216.516748000,,,,,,,,0.699139,,
1568115216.516748000,,,,,,,,,,361650
1568115216.717092000,,,,,,,,0.699444,,
1568115216.717092000,,,,,,,,,,363356
1568115216.917550000,,,,,,,,0.699486,,
1568115216.917550000,,,,,,,,,,364800
1568115217.117889000,,,,,,,,0.699782,,
1568115217.117889000,,,,,,,,,,366421
1568115217.318323000,,,,,,,,0.699898,,
1568115217.318323000,,,,,,,,,,368038
1568115217.518722000,,,,,,,,0.699642,,
1568115217.518722000,,,,,,,,,,369573
1568115217.719055000,,,,,,,,0.699282,,
1568115217.719055000,,,,,,,,,,371173
1568115217.919557000,,,,,,,,0.698965,,
1568115217.919557000,,,,,,,,,,372682
1568115218.119907000,,,,,,,,0.699217,,
1568115218.119907000,,,,,,,,,,374070
1568115218.320315000,,,,,,,,0.699086,,
1568115218.320315000,,,,,,,,,,375677
1568115218.520740000,,,,,,,,0.699253,,
1568115218.520740000,,,,,,,,,,377388
1568115218.721113000,,,,,,,,0.699839,,
1568115218.721113000,,,,,,,,,,378909
1568115218.921461000,,,,,,,,0.699796,,
1568115218.921461000,,,,,,,,,,380443
1568115219.121827000,,,,,,,,0.69978,,
1568115219.121827000,,,,,,,,,,381940
1568115219.322239000,,,,,,,,0.699691,,
1568115219.322239000,,,,,,,,,,383345
1568115219.522622000,,,,,,,,0.697314,,
1568115219.522622000,,,,,,,,,,384675
1568115219.722999000,,,,,,,,0.699903,,
1568115219.722999000,,,,,,,,,,385958
1568115219.923387000,,,,,,,,0.69942,,
1568115219.923387000,,,,,,,,,,387447
1568115220.123863000,,,,,,,,0.694578,,
1568115220.123863000,,,,,,,,,,388860
1568115220.324239000,,,,,,,,0.694516,,
1568115220.324239000,,,,,,,,,,390214
1568115220.524652000,,,,,,,,0.693666,,
1568115220.524652000,,,,,,,,,,391587
1568115220.725009000,,,,,,,,0.693313,,
1568115220.725009000,,,,,,,,,,393007
1568115220.925422000,,,,,,,,0.694479,,
1568115220.925422000,,,,,,,,,,394374
1568115221.125858000,,,,,,,,0.692442,,
1568115221.125858000,,,,,,,,,,395689
1568115221.326265000,,,,,,,,0.694332,,
1568115221.326265000,,,,,,,,,,397022
1568115221.526582000,,,,,,,,0.692809,,
1568115221.526582000,,,,,,,,,,398192
1568115221.727088000,,,,,,,,0.692666,,
1568115221.727088000,,,,,,,,,,399587
1568115221.927417000,,,,,,,,0.697002,,
1568115221.927417000,,,,,,,,,,400893
1568115222.127839000,,,,,,,,0.69541,,
1568115222.127839000,,,,,,,,,,402197
1568115222.328262000,,,,,,,,0.697863,,
1568115222.328262000,,,,,,,,,,403565
1568115222.528617000,,,,,,,,0.697626,,
1568115222.528617000,,,,,,,,,,405016
1568115222.729051000,,,,,,,,0.69761,,
1568115222.729051000,,,,,,,,,,406348
1568115222.929458000,,,,,,,,0.698642,,
1568115222.929458000,,,,,,,,,,407538
1568115223.129903000,,,,,,,,0.697774,,
1568115223.129903000,,,,,,,,,,408848
1568115223.330065000,,,,,,,,0.697886,,
1568115223.330065000,,,,,,,,,,410243
1568115223.530594000,,,,,,,,0.697482,,
1568115223.530594000,,,,,,,,,,411522
1568115223.730997000,,,,,,,,0.698174,,
1568115223.730997000,,,,,,,,,,412668
1568115223.931370000,,,,,,,,0.698669,,
1568115223.931370000,,,,,,,,,,413732
1568115224.131751000,,,,,,,,0.698792,,
1568115224.131751000,,,,,,,,,,414938
1568115224.332159000,,,,,,,,0.697992,,
1568115224.332159000,,,,,,,,,,415982
1568115224.532624000,,,,,,,,0.697282,,
1568115224.532624000,,,,,,,,,,416950
1568115224.733001000,,,,,,,,0.697714,,
1568115224.733001000,,,,,,,,,,418082
1568115224.933421000,,,,,,,,0.697658,,
1568115224.933421000,,,,,,,,,,419067
1568115225.133723000,,,,,,,,0.697928,,
1568115225.133723000,,,,,,,,,,419960
1568115225.334171000,,,,,,,,0.697661,,
1568115225.334171000,,,,,,,,,,420854
1568115225.534548000,,,,,,,,0.697853,,
1568115225.534548000,,,,,,,,,,421824
1568115225.734996000,,,,,,,,0.698867,,
1568115225.734996000,,,,,,,,,,422948
1568115225.935331000,,,,,,,,0.697817,,
1568115225.935331000,,,,,,,,,,424003
1568115226.135776000,,,,,,,,0.697092,,
1568115226.135776000,,,,,,,,,,425030
1568115226.336102000,,,,,,,,0.697721,,
1568115226.336102000,,,,,,,,,,426109
1568115226.536597000,,,,,,,,0.697404,,
1568115226.536597000,,,,,,,,,,426938
1568115226.937376000,,,,,,,,0.697593,,
1568115226.937376000,,,,,,,,,,427923
1568115227.137758000,,,,,,,,0.695,,
1568115227.137758000,,,,,,,,,,428996
1568115227.538517000,,,,,,,,0.691797,,
1568115227.538517000,,,,,,,,,,429889
1568115227.738874000,,,,,,,,0.68843,,
1568115227.738874000,,,,,,,,,,430564
1568115227.939278000,,,,,,,,0.687831,,
1568115227.939278000,,,,,,,,,,431448
1568115228.340126000,,,,,,,,0.689105,,
1568115228.340126000,,,,,,,,,,432364
1568115228.540499000,,,,,,,,0.690024,,
1568115228.540499000,,,,,,,,,,433384
1568115228.740887000,,,,,,,,0.689812,,
1568115228.740887000,,,,,,,,,,434326
1568115228.941244000,,,,,,,,0.691087,,
1568115228.941244000,,,,,,,,,,435327
1568115229.141751000,,,,,,,,0.693803,,
1568115229.141751000,,,,,,,,,,436573
1568115229.342045000,,,,,,,,0.692142,,
1568115229.342045000,,,,,,,,,,437751
1568115229.542429000,,,,,,,,0.696553,,
1568115229.542429000,,,,,,,,,,438867
1568115229.742901000,,,,,,,,0.697168,,
1568115229.742901000,,,,,,,,,,440041
1568115229.943186000,,,,,,,,0.697383,,
1568115229.943186000,,,,,,,,,,441319
1568115230.143615000,,,,,,,,0.697024,,
1568115230.143615000,,,,,,,,,,442499
1568115230.344027000,,,,,,,,0.697604,,
1568115230.344027000,,,,,,,,,,443550
1568115230.544420000,,,,,,,,0.695153,,
1568115230.544420000,,,,,,,,,,444653
1568115230.744810000,,,,,,,,0.696283,,
1568115230.744810000,,,,,,,,,,445801
1568115230.945190000,,,,,,,,0.696272,,
1568115230.945190000,,,,,,,,,,446885
1568115231.145567000,,,,,,,,0.698817,,
1568115231.145567000,,,,,,,,,,448022
1568115231.345974000,,,,,,,,0.697983,,
1568115231.345974000,,,,,,,,,,449113
1568115231.546405000,,,,,,,,0.699037,,
1568115231.546405000,,,,,,,,,,450163
1568115231.746795000,,,,,,,,0.699705,,
1568115231.746795000,,,,,,,,,,451250
1568115231.947237000,,,,,,,,0.699937,,
1568115231.947237000,,,,,,,,,,452425
1568115232.147613000,,,,,,,,0.69994,,
1568115232.147613000,,,,,,,,,,453542
1568115232.347997000,,,,,,,,0.699868,,
1568115232.347997000,,,,,,,,,,454713
1568115232.548363000,,,,,,,,0.699811,,
1568115232.548363000,,,,,,,,,,455854
1568115232.748761000,,,,,,,,0.699883,,
1568115232.748761000,,,,,,,,,,457130
1568115232.949224000,,,,,,,,0.699653,,
1568115232.949224000,,,,,,,,,,458436
1568115233.149577000,,,,,,,,0.699596,,
1568115233.149577000,,,,,,,,,,459607
1568115233.349990000,,,,,,,,0.699872,,
1568115233.349990000,,,,,,,,,,460854
1568115233.550351000,,,,,,,,0.699798,,
1568115233.550351000,,,,,,,,,,462013
1568115233.750763000,,,,,,,,0.699327,,
1568115233.750763000,,,,,,,,,,463354
1568115233.951127000,,,,,,,,0.699227,,
1568115233.951127000,,,,,,,,,,464614
1568115234.151549000,,,,,,,,0.699024,,
1568115234.151549000,,,,,,,,,,465973
1568115234.351918000,,,,,,,,0.699031,,
1568115234.351918000,,,,,,,,,,467183
1568115234.552351000,,,,,,,,0.698845,,
1568115234.552351000,,,,,,,,,,468310
1568115234.752755000,,,,,,,,0.698985,,
1568115234.752755000,,,,,,,,,,469440
1568115234.953198000,,,,,,,,0.698136,,
1568115234.953198000,,,,,,,,,,470570
1568115235.153549000,,,,,,,,0.699435,,
1568115235.153549000,,,,,,,,,,471813
1568115235.353958000,,,,,,,,0.699643,,
1568115235.353958000,,,,,,,,,,473087
1568115235.554286000,,,,,,,,0.696891,,
1568115235.554286000,,,,,,,,,,474278
1568115235.754691000,,,,,,,,0.698474,,
1568115235.754691000,,,,,,,,,,475526
1568115235.955080000,,,,,,,,0.699498,,
1568115235.955080000,,,,,,,,,,476727
1568115236.155491000,,,,,,,,0.698836,,
1568115236.155491000,,,,,,,,,,478004
1568115236.355925000,,,,,,,,0.697181,,
1568115236.355925000,,,,,,,,,,479331
1568115236.556291000,,,,,,,,0.693559,,
1568115236.556291000,,,,,,,,,,480485
1568115236.756770000,,,,,,,,0.69468,,
1568115236.756770000,,,,,,,,,,481742
1568115236.957169000,,,,,,,,0.694296,,
1568115236.957169000,,,,,,,,,,483202
1568115237.157542000,,,,,,,,0.697264,,
1568115237.157542000,,,,,,,,,,484490
1568115237.357975000,,,,,,,,0.694346,,
1568115237.357975000,,,,,,,,,,485861
1568115237.558255000,,,,,,,,0.69525,,
1568115237.558255000,,,,,,,,,,487234
1568115237.758697000,,,,,,,,0.694926,,
1568115237.758697000,,,,,,,,,,488691
1568115237.959199000,,,,,,,,0.695155,,
1568115237.959199000,,,,,,,,,,490014
1568115238.159563000,,,,,,,,0.696211,,
1568115238.159563000,,,,,,,,,,491386
1568115238.359916000,,,,,,,,0.695204,,
1568115238.359916000,,,,,,,,,,492703
1568115238.560335000,,,,,,,,0.696264,,
1568115238.560335000,,,,,,,,,,494032
1568115238.760756000,,,,,,,,0.698519,,
1568115238.760756000,,,,,,,,,,495515
1568115238.961123000,,,,,,,,0.696673,,
1568115238.961123000,,,,,,,,,,496964
1568115239.161503000,,,,,,,,0.693559,,
1568115239.161503000,,,,,,,,,,498170
1568115239.361904000,,,,,,,,0.692145,,
1568115239.361904000,,,,,,,,,,499491
1568115239.562274000,,,,,,,,0.698474,,
1568115239.562274000,,,,,,,,,,500866
