Duration,ICPErrorClosestFacetAll,ResidualError,RobustMeanDist,NbPointsRobMeanDist,HaussdorffDist,HaussdorffQuantileDist,ICPErrorClosestFacetRef,selectiveICPOverlap,normalICPOverlap,sizeOfMap
1568115318.117870000,,,,,,,,,,1005924
1568115318.318229000,,,,,,,,0.699215,,
1568115318.318229000,,,,,,,,,,1007520
1568115318.518623000,,,,,,,,0.699525,,
1568115318.518623000,,,,,,,,,,1008946
1568115318.719008000,,,,,,,,0.699301,,
1568115318.719008000,,,,,,,,,,1010356
1568115318.919418000,,,,,,,,0.69925,,
1568115318.919418000,,,,,,,,,,1011812
1568115319.119839000,,,,,,,,0.699436,,
1568115319.119839000,,,,,,,,,,1013188
1568115319.320383000,,,,,,,,0.699618,,
1568115319.320383000,,,,,,,,,,1014785
1568115319.520654000,,,,,,,,0.699397,,
1568115319.520654000,,,,,,,,,,1016360
1568115319.720950000,,,,,,,,0.699327,,
1568115319.720950000,,,,,,,,,,1018139
1568115319.921437000,,,,,,,,0.699285,,
1568115319.921437000,,,,,,,,,,1019821
1568115320.121807000,,,,,,,,0.698798,,
1568115320.121807000,,,,,,,,,,1021739
1568115320.522603000,,,,,,,,0.699175,,
1568115320.522603000,,,,,,,,,,1023708
1568115320.923385000,,,,,,,,0.699123,,
1568115320.923385000,,,,,,,,,,1025636
1568115321.123738000,,,,,,,,0.698313,,
1568115321.123738000,,,,,,,,,,1027522
1568115321.524608000,,,,,,,,0.699221,,
1568115321.524608000,,,,,,,,,,1029463
1568115321.724934000,,,,,,,,0.697537,,
1568115321.724934000,,,,,,,,,,1031401
1568115321.925371000,,,,,,,,0.698071,,
1568115321.925371000,,,,,,,,,,1033332
1568115322.326125000,,,,,,,,0.699564,,
1568115322.326125000,,,,,,,,,,1035474
1568115322.526586000,,,,,,,,0.697941,,
1568115322.526586000,,,,,,,,,,1037490
1568115322.927284000,,,,,,,,0.699212,,
1568115322.927284000,,,,,,,,,,1039563
1568115323.328147000,,,,,,,,0.698774,,
1568115323.328147000,,,,,,,,,,1041574
1568115323.728988000,,,,,,,,0.699417,,
1568115323.728988000,,,,,,,,,,1043478
1568115323.929339000,,,,,,,,0.699258,,
1568115323.929339000,,,,,,,,,,1045327
1568115324.330146000,,,,,,,,0.698639,,
1568115324.330146000,,,,,,,,,,1047262
1568115324.530541000,,,,,,,,0.699442,,
1568115324.530541000,,,,,,,,,,1049323
1568115324.730934000,,,,,,,,0.699394,,
1568115324.730934000,,,,,,,,,,1051327
1568115324.931313000,,,,,,,,0.698373,,
1568115324.931313000,,,,,,,,,,1053373
1568115325.131702000,,,,,,,,0.6995,,
1568115325.131702000,,,,,,,,,,1055425
1568115325.332122000,,,,,,,,0.699526,,
1568115325.332122000,,,,,,,,,,1057409
1568115325.532555000,,,,,,,,0.699428,,
1568115325.532555000,,,,,,,,,,1059327
1568115325.732878000,,,,,,,,0.69943,,
1568115325.732878000,,,,,,,,,,1061324
1568115325.933261000,,,,,,,,0.699444,,
1568115325.933261000,,,,,,,,,,1063331
1568115326.133743000,,,,,,,,0.699508,,
1568115326.133743000,,,,,,,,,,1065302
1568115326.334082000,,,,,,,,0.699658,,
1568115326.334082000,,,,,,,,,,1067298
1568115326.534499000,,,,,,,,0.699354,,
1568115326.534499000,,,,,,,,,,1069151
1568115326.734871000,,,,,,,,0.69973,,
1568115326.734871000,,,,,,,,,,1071018
1568115326.935315000,,,,,,,,0.69985,,
1568115326.935315000,,,,,,,,,,1072830
1568115327.135606000,,,,,,,,0.699525,,
1568115327.135606000,,,,,,,,,,1074673
1568115327.336074000,,,,,,,,0.699794,,
1568115327.336074000,,,,,,,,,,1076626
1568115327.536429000,,,,,,,,0.699776,,
1568115327.536429000,,,,,,,,,,1078394
1568115327.736837000,,,,,,,,0.699875,,
1568115327.736837000,,,,,,,,,,1080432
1568115327.937258000,,,,,,,,0.699888,,
1568115327.937258000,,,,,,,,,,1082349
1568115328.137622000,,,,,,,,0.699828,,
1568115328.137622000,,,,,,,,,,1084509
1568115328.338033000,,,,,,,,0.699713,,
1568115328.338033000,,,,,,,,,,1086643
1568115328.538421000,,,,,,,,0.699285,,
1568115328.538421000,,,,,,,,,,1088866
1568115328.738787000,,,,,,,,0.699529,,
1568115328.738787000,,,,,,,,,,1091209
1568115328.939172000,,,,,,,,0.699116,,
1568115328.939172000,,,,,,,,,,1093619
1568115329.139583000,,,,,,,,0.698371,,
1568115329.139583000,,,,,,,,,,1095941
1568115329.340027000,,,,,,,,0.699284,,
1568115329.340027000,,,,,,,,,,1098293
1568115329.540400000,,,,,,,,0.699499,,
1568115329.540400000,,,,,,,,,,1100666
1568115329.740835000,,,,,,,,0.69957,,
1568115329.740835000,,,,,,,,,,1102962
1568115329.941148000,,,,,,,,0.698783,,
1568115329.941148000,,,,,,,,,,1105340
1568115330.141548000,,,,,,,,0.699946,,
1568115330.141548000,,,,,,,,,,1107664
1568115330.542335000,,,,,,,,0.6997,,
1568115330.542335000,,,,,,,,,,1110085
1568115330.742793000,,,,,,,,0.698276,,
1568115330.742793000,,,,,,,,,,1112414
1568115330.943172000,,,,,,,,0.697965,,
1568115330.943172000,,,,,,,,,,1114741
1568115331.143551000,,,,,,,,0.699442,,
1568115331.143551000,,,,,,,,,,1117212
1568115331.343959000,,,,,,,,0.699577,,
1568115331.343959000,,,,,,,,,,1119688
1568115331.544291000,,,,,,,,0.698642,,
1568115331.544291000,,,,,,,,,,1122051
1568115331.744740000,,,,,,,,0.698638,,
1568115331.744740000,,,,,,,,,,1124565
1568115332.145566000,,,,,,,,0.699122,,
1568115332.145566000,,,,,,,,,,1126756
1568115332.345951000,,,,,,,,0.699374,,
1568115332.345951000,,,,,,,,,,1129059
1568115332.746760000,,,,,,,,0.699154,,
1568115332.746760000,,,,,,,,,,1131394
1568115332.947135000,,,,,,,,0.69941,,
1568115332.947135000,,,,,,,,,,1133912
1568115333.147578000,,,,,,,,0.699123,,
1568115333.147578000,,,,,,,,,,1136318
1568115333.347921000,,,,,,,,0.697749,,
1568115333.347921000,,,,,,,,,,1138877
1568115333.548312000,,,,,,,,0.698293,,
1568115333.548312000,,,,,,,,,,1141400
1568115333.949114000,,,,,,,,0.698303,,
1568115333.949114000,,,,,,,,,,1143970
1568115334.149497000,,,,,,,,0.699392,,
1568115334.149497000,,,,,,,,,,1146517
1568115334.349919000,,,,,,,,0.699375,,
1568115334.349919000,,,,,,,,,,1148954
1568115334.550246000,,,,,,,,0.69966,,
1568115334.550246000,,,,,,,,,,1151449
1568115334.750637000,,,,,,,,0.696496,,
1568115334.750637000,,,,,,,,,,1153938
1568115334.951069000,,,,,,,,0.699437,,
1568115334.951069000,,,,,,,,,,1156363
1568115335.151520000,,,,,,,,0.699424,,
1568115335.151520000,,,,,,,,,,1158891
1568115335.351929000,,,,,,,,0.69896,,
1568115335.351929000,,,,,,,,,,1161302
1568115335.552282000,,,,,,,,0.698982,,
1568115335.552282000,,,,,,,,,,1163787
1568115335.752650000,,,,,,,,0.698542,,
1568115335.752650000,,,,,,,,,,1166295
1568115335.953058000,,,,,,,,0.698912,,
1568115335.953058000,,,,,,,,,,1168551
1568115336.153419000,,,,,,,,0.698692,,
1568115336.153419000,,,,,,,,,,1170921
1568115336.353858000,,,,,,,,0.698792,,
1568115336.353858000,,,,,,,,,,1173433
1568115336.554231000,,,,,,,,0.699568,,
1568115336.554231000,,,,,,,,,,1175737
1568115336.955075000,,,,,,,,0.699563,,
1568115336.955075000,,,,,,,,,,1177996
1568115337.556295000,,,,,,,,0.699234,,
1568115337.556295000,,,,,,,,,,1180577
1568115337.957111000,,,,,,,,0.699349,,
1568115337.957111000,,,,,,,,,,1183013
1568115338.357882000,,,,,,,,0.699608,,
1568115338.357882000,,,,,,,,,,1185295
1568115338.558226000,,,,,,,,0.69953,,
1568115338.558226000,,,,,,,,,,1187671
1568115338.959041000,,,,,,,,0.698874,,
1568115338.959041000,,,,,,,,,,1189973
1568115339.159448000,,,,,,,,0.698973,,
1568115339.159448000,,,,,,,,,,1192320
1568115339.359850000,,,,,,,,0.698638,,
1568115339.359850000,,,,,,,,,,1194746
1568115339.560240000,,,,,,,,0.699048,,
1568115339.560240000,,,,,,,,,,1197224
1568115339.961057000,,,,,,,,0.698949,,
1568115339.961057000,,,,,,,,,,1199630
1568115340.161542000,,,,,,,,0.699299,,
1568115340.161542000,,,,,,,,,,1201972
1568115340.361830000,,,,,,,,0.698518,,
1568115340.361830000,,,,,,,,,,1204352
1568115340.562208000,,,,,,,,0.698411,,
1568115340.562208000,,,,,,,,,,1206718
1568115340.762681000,,,,,,,,0.699173,,
1568115340.762681000,,,,,,,,,,1208959
1568115340.963047000,,,,,,,,0.698981,,
1568115340.963047000,,,,,,,,,,1211414
1568115341.163477000,,,,,,,,0.699159,,
1568115341.163477000,,,,,,,,,,1213740
1568115341.363790000,,,,,,,,0.699661,,
1568115341.363790000,,,,,,,,,,1216386
1568115341.564237000,,,,,,,,0.699458,,
1568115341.564237000,,,,,,,,,,1218925
1568115341.764591000,,,,,,,,0.699245,,
1568115341.764591000,,,,,,,,,,1221372
1568115341.965070000,,,,,,,,0.698718,,
1568115341.965070000,,,,,,,,,,1223795
1568115342.165480000,,,,,,,,0.699168,,
1568115342.165480000,,,,,,,,,,1226289
1568115342.365879000,,,,,,,,0.69975,,
1568115342.365879000,,,,,,,,,,1228731
1568115342.566171000,,,,,,,,0.69874,,
1568115342.566171000,,,,,,,,,,1231209
1568115342.967006000,,,,,,,,0.699066,,
1568115342.967006000,,,,,,,,,,1233739
1568115343.568176000,,,,,,,,0.697613,,
1568115343.568176000,,,,,,,,,,1236302
1568115343.969047000,,,,,,,,0.698847,,
1568115343.969047000,,,,,,,,,,1238898
1568115344.369853000,,,,,,,,0.696528,,
1568115344.369853000,,,,,,,,,,1241177
1568115344.570168000,,,,,,,,0.69755,,
1568115344.570168000,,,,,,,,,,1243565
1568115344.971009000,,,,,,,,0.698425,,
1568115344.971009000,,,,,,,,,,1245980
1568115345.171364000,,,,,,,,0.698843,,
1568115345.171364000,,,,,,,,,,1248363
1568115345.371729000,,,,,,,,0.699133,,
1568115345.371729000,,,,,,,,,,1250641
1568115345.572160000,,,,,,,,0.698714,,
1568115345.572160000,,,,,,,,,,1252897
1568115345.972912000,,,,,,,,0.699655,,
1568115345.972912000,,,,,,,,,,1255301
1568115346.173354000,,,,,,,,0.699678,,
1568115346.173354000,,,,,,,,,,1257683
1568115346.373739000,,,,,,,,0.699444,,
1568115346.373739000,,,,,,,,,,1259992
1568115346.574044000,,,,,,,,0.69924,,
1568115346.574044000,,,,,,,,,,1262257
1568115346.774554000,,,,,,,,0.699721,,
1568115346.774554000,,,,,,,,,,1264554
1568115346.974959000,,,,,,,,0.69931,,
1568115346.974959000,,,,,,,,,,1266823
1568115347.175335000,,,,,,,,0.699541,,
1568115347.175335000,,,,,,,,,,1269060
1568115347.375776000,,,,,,,,0.699841,,
1568115347.375776000,,,,,,,,,,1271296
1568115347.576179000,,,,,,,,0.69852,,
1568115347.576179000,,,,,,,,,,1273527
1568115347.776516000,,,,,,,,0.69794,,
1568115347.776516000,,,,,,,,,,1276058
1568115347.976973000,,,,,,,,0.698928,,
1568115347.976973000,,,,,,,,,,1278562
1568115348.177356000,,,,,,,,0.699506,,
1568115348.177356000,,,,,,,,,,1280957
1568115348.377749000,,,,,,,,0.698427,,
1568115348.377749000,,,,,,,,,,1283450
1568115348.578125000,,,,,,,,0.697442,,
1568115348.578125000,,,,,,,,,,1285896
1568115348.778507000,,,,,,,,0.697393,,
1568115348.778507000,,,,,,,,,,1288172
1568115348.978929000,,,,,,,,0.697535,,
1568115348.978929000,,,,,,,,,,1290419
1568115349.179323000,,,,,,,,0.698232,,
1568115349.179323000,,,,,,,,,,1292676
1568115349.379639000,,,,,,,,0.699243,,
1568115349.379639000,,,,,,,,,,1294686
1568115349.580201000,,,,,,,,0.697878,,
1568115349.580201000,,,,,,,,,,1296825
1568115349.780529000,,,,,,,,0.697396,,
1568115349.780529000,,,,,,,,,,1298921
1568115349.980925000,,,,,,,,0.69812,,
1568115349.980925000,,,,,,,,,,1300918
1568115350.381708000,,,,,,,,0.695051,,
1568115350.381708000,,,,,,,,,,1303056
1568115350.582097000,,,,,,,,0.696162,,
1568115350.582097000,,,,,,,,,,1305268
1568115350.982935000,,,,,,,,0.698547,,
1568115350.982935000,,,,,,,,,,1307431
1568115351.183332000,,,,,,,,0.695996,,
1568115351.183332000,,,,,,,,,,1309864
1568115351.584054000,,,,,,,,0.698061,,
1568115351.584054000,,,,,,,,,,1311944
1568115351.984889000,,,,,,,,0.697073,,
1568115351.984889000,,,,,,,,,,1314261
1568115352.385624000,,,,,,,,0.697125,,
1568115352.385624000,,,,,,,,,,1316691
1568115352.786411000,,,,,,,,0.698029,,
1568115352.786411000,,,,,,,,,,1319222
1568115353.187186000,,,,,,,,0.697697,,
1568115353.187186000,,,,,,,,,,1321769
1568115353.588001000,,,,,,,,0.698666,,
1568115353.588001000,,,,,,,,,,1324102
1568115353.788343000,,,,,,,,0.698871,,
1568115353.788343000,,,,,,,,,,1326841
1568115354.189199000,,,,,,,,0.698441,,
1568115354.189199000,,,,,,,,,,1329600
1568115354.389598000,,,,,,,,0.698349,,
1568115354.389598000,,,,,,,,,,1332148
1568115354.790390000,,,,,,,,0.698633,,
1568115354.790390000,,,,,,,,,,1335006
1568115355.191230000,,,,,,,,0.698646,,
1568115355.191230000,,,,,,,,,,1337898
1568115355.591904000,,,,,,,,0.698889,,
1568115355.591904000,,,,,,,,,,1340823
1568115355.992725000,,,,,,,,0.697146,,
1568115355.992725000,,,,,,,,,,1343548
1568115356.193116000,,,,,,,,0.694984,,
1568115356.193116000,,,,,,,,,,1346452
1568115356.593982000,,,,,,,,0.698295,,
1568115356.593982000,,,,,,,,,,1349642
1568115356.994674000,,,,,,,,0.697857,,
1568115356.994674000,,,,,,,,,,1352604
1568115357.195095000,,,,,,,,0.697597,,
1568115357.195095000,,,,,,,,,,1355552
1568115357.395519000,,,,,,,,0.698699,,
1568115357.395519000,,,,,,,,,,1358315
1568115357.796255000,,,,,,,,0.697278,,
1568115357.796255000,,,,,,,,,,1361288
1568115357.996704000,,,,,,,,0.698092,,
1568115357.996704000,,,,,,,,,,1364087
1568115358.197059000,,,,,,,,0.697899,,
1568115358.197059000,,,,,,,,,,1367025
1568115358.397510000,,,,,,,,0.69789,,
1568115358.397510000,,,,,,,,,,1370004
1568115358.597875000,,,,,,,,0.698583,,
1568115358.597875000,,,,,,,,,,1372871
1568115358.798274000,,,,,,,,0.698087,,
1568115358.798274000,,,,,,,,,,1375741
1568115358.998693000,,,,,,,,0.698152,,
1568115358.998693000,,,,,,,,,,1378648
1568115359.199040000,,,,,,,,0.697982,,
1568115359.199040000,,,,,,,,,,1381533
1568115359.599840000,,,,,,,,0.697398,,
1568115359.599840000,,,,,,,,,,1384481
1568115359.800251000,,,,,,,,0.697355,,
1568115359.800251000,,,,,,,,,,1387509
1568115360.000637000,,,,,,,,0.696647,,
1568115360.000637000,,,,,,,,,,1390442
1568115360.201029000,,,,,,,,0.694783,,
1568115360.201029000,,,,,,,,,,1393339
1568115360.401434000,,,,,,,,0.696994,,
1568115360.401434000,,,,,,,,,,1396270
1568115360.802222000,,,,,,,,0.694633,,
1568115360.802222000,,,,,,,,,,1399298
1568115361.002635000,,,,,,,,0.69604,,
1568115361.002635000,,,,,,,,,,1402295
1568115361.403415000,,,,,,,,0.695798,,
1568115361.403415000,,,,,,,,,,1405212
1568115361.804228000,,,,,,,,0.696068,,
1568115361.804228000,,,,,,,,,,1408060
1568115362.205036000,,,,,,,,0.697328,,
1568115362.205036000,,,,,,,,,,1411109
1568115362.806301000,,,,,,,,0.698477,,
1568115362.806301000,,,,,,,,,,1413971
1568115363.207119000,,,,,,,,0.697341,,
1568115363.207119000,,,,,,,,,,1416916
1568115363.808313000,,,,,,,,0.697783,,
1568115363.808313000,,,,,,,,,,1419812
1568115364.409451000,,,,,,,,0.697353,,
1568115364.409451000,,,,,,,,,,1422723
1568115364.609858000,,,,,,,,0.696964,,
1568115364.609858000,,,,,,,,,,1425736
1568115365.010677000,,,,,,,,0.69743,,
1568115365.010677000,,,,,,,,,,1428824
1568115365.411453000,,,,,,,,0.697849,,
1568115365.411453000,,,,,,,,,,1431679
1568115365.812144000,,,,,,,,0.698078,,
1568115365.812144000,,,,,,,,,,1434767
1568115366.012549000,,,,,,,,0.697781,,
1568115366.012549000,,,,,,,,,,1437759
1568115366.213010000,,,,,,,,0.697369,,
1568115366.213010000,,,,,,,,,,1440754
1568115366.613823000,,,,,,,,0.698623,,
1568115366.613823000,,,,,,,,,,1443720
1568115366.814220000,,,,,,,,0.697719,,
1568115366.814220000,,,,,,,,,,1446464
1568115367.215021000,,,,,,,,0.696282,,
1568115367.215021000,,,,,,,,,,1449221
1568115367.415388000,,,,,,,,0.696153,,
1568115367.415388000,,,,,,,,,,1452070
1568115367.615825000,,,,,,,,0.697839,,
1568115367.615825000,,,,,,,,,,1454807
1568115367.816192000,,,,,,,,0.698224,,
1568115367.816192000,,,,,,,,,,1457292
1568115368.217000000,,,,,,,,0.696315,,
1568115368.217000000,,,,,,,,,,1459553
1568115368.417347000,,,,,,,,0.694968,,
1568115368.417347000,,,,,,,,,,1461948
1568115368.818214000,,,,,,,,0.69926,,
1568115368.818214000,,,,,,,,,,1464534
1568115369.018554000,,,,,,,,0.694674,,
1568115369.018554000,,,,,,,,,,1467017
1568115369.619729000,,,,,,,,0.698618,,
1568115369.619729000,,,,,,,,,,1469291
1568115370.020600000,,,,,,,,0.69406,,
1568115370.020600000,,,,,,,,,,1471731
1568115370.421342000,,,,,,,,0.696519,,
1568115370.421342000,,,,,,,,,,1474047
1568115370.822159000,,,,,,,,0.697659,,
1568115370.822159000,,,,,,,,,,1476592
1568115371.222905000,,,,,,,,0.699111,,
1568115371.222905000,,,,,,,,,,1479150
1568115371.423314000,,,,,,,,0.699631,,
1568115371.423314000,,,,,,,,,,1481688
1568115371.824177000,,,,,,,,0.699681,,
1568115371.824177000,,,,,,,,,,1484138
1568115372.024565000,,,,,,,,0.699662,,
1568115372.024565000,,,,,,,,,,1486682
1568115372.425304000,,,,,,,,0.699903,,
1568115372.425304000,,,,,,,,,,1489213
1568115372.625753000,,,,,,,,0.699792,,
1568115372.625753000,,,,,,,,,,1491748
1568115373.026515000,,,,,,,,0.699212,,
1568115373.026515000,,,,,,,,,,1494287
1568115373.226940000,,,,,,,,0.699307,,
1568115373.226940000,,,,,,,,,,1496784
1568115373.627704000,,,,,,,,0.698463,,
1568115373.627704000,,,,,,,,,,1499186
1568115374.028579000,,,,,,,,0.699615,,
1568115374.028579000,,,,,,,,,,1501497
1568115374.228898000,,,,,,,,0.699784,,
1568115374.228898000,,,,,,,,,,1503694
1568115374.629744000,,,,,,,,0.69959,,
1568115374.629744000,,,,,,,,,,1505963
1568115374.830072000,,,,,,,,0.699382,,
1568115374.830072000,,,,,,,,,,1508182
1568115375.230939000,,,,,,,,0.69824,,
1568115375.230939000,,,,,,,,,,1510454
1568115375.431229000,,,,,,,,0.698152,,
1568115375.431229000,,,,,,,,,,1512862
1568115375.631786000,,,,,,,,0.697986,,
1568115375.631786000,,,,,,,,,,1515212
1568115375.832083000,,,,,,,,0.698528,,
1568115375.832083000,,,,,,,,,,1517702
1568115376.032536000,,,,,,,,0.699403,,
1568115376.032536000,,,,,,,,,,1520074
1568115376.232903000,,,,,,,,0.698771,,
1568115376.232903000,,,,,,,,,,1522366
1568115376.633706000,,,,,,,,0.698684,,
1568115376.633706000,,,,,,,,,,1524602
1568115376.834107000,,,,,,,,0.697945,,
1568115376.834107000,,,,,,,,,,1526885
1568115377.034426000,,,,,,,,0.69757,,
1568115377.034426000,,,,,,,,,,1528988
1568115377.234898000,,,,,,,,0.69621,,
1568115377.234898000,,,,,,,,,,1531133
1568115377.435199000,,,,,,,,0.698191,,
1568115377.435199000,,,,,,,,,,1533260
1568115377.635629000,,,,,,,,0.698659,,
1568115377.635629000,,,,,,,,,,1535474
1568115377.836021000,,,,,,,,0.698165,,
1568115377.836021000,,,,,,,,,,1537664
1568115378.036372000,,,,,,,,0.698194,,
1568115378.036372000,,,,,,,,,,1539848
1568115378.236804000,,,,,,,,0.69812,,
1568115378.236804000,,,,,,,,,,1542066
1568115378.437216000,,,,,,,,0.69876,,
1568115378.437216000,,,,,,,,,,1544109
1568115378.838008000,,,,,,,,0.697887,,
1568115378.838008000,,,,,,,,,,1546318
1568115379.038414000,,,,,,,,0.698083,,
1568115379.038414000,,,,,,,,,,1548541
1568115379.238795000,,,,,,,,0.698395,,
1568115379.238795000,,,,,,,,,,1550971
1568115379.439184000,,,,,,,,0.698519,,
1568115379.439184000,,,,,,,,,,1553325
1568115379.639616000,,,,,,,,0.698836,,
1568115379.639616000,,,,,,,,,,1555639
1568115379.839956000,,,,,,,,0.699119,,
1568115379.839956000,,,,,,,,,,1557841
1568115380.040391000,,,,,,,,0.698806,,
1568115380.040391000,,,,,,,,,,1560027
1568115380.240723000,,,,,,,,0.69817,,
1568115380.240723000,,,,,,,,,,1562322
1568115380.441123000,,,,,,,,0.699025,,
1568115380.441123000,,,,,,,,,,1564414
1568115380.641503000,,,,,,,,0.698806,,
1568115380.641503000,,,,,,,,,,1566649
1568115381.042350000,,,,,,,,0.699444,,
1568115381.042350000,,,,,,,,,,1568855
1568115381.242748000,,,,,,,,0.699337,,
1568115381.242748000,,,,,,,,,,1570988
1568115381.443122000,,,,,,,,0.698275,,
1568115381.443122000,,,,,,,,,,1573109
1568115381.643575000,,,,,,,,0.699526,,
1568115381.643575000,,,,,,,,,,1575139
1568115381.843942000,,,,,,,,0.699448,,
1568115381.843942000,,,,,,,,,,1577347
1568115382.044296000,,,,,,,,0.698975,,
1568115382.044296000,,,,,,,,,,1579525
1568115382.244700000,,,,,,,,0.697746,,
1568115382.244700000,,,,,,,,,,1581610
1568115382.445134000,,,,,,,,0.699306,,
1568115382.445134000,,,,,,,,,,1583854
1568115382.645510000,,,,,,,,0.699457,,
1568115382.645510000,,,,,,,,,,1586123
1568115383.046308000,,,,,,,,0.699607,,
1568115383.046308000,,,,,,,,,,1588202
1568115383.246704000,,,,,,,,0.699186,,
1568115383.246704000,,,,,,,,,,1590517
1568115383.447098000,,,,,,,,0.699241,,
1568115383.447098000,,,,,,,,,,1592780
1568115383.847870000,,,,,,,,0.69884,,
1568115383.847870000,,,,,,,,,,1595068
1568115384.048260000,,,,,,,,0.699513,,
1568115384.048260000,,,,,,,,,,1597378
1568115384.449052000,,,,,,,,0.699467,,
1568115384.449052000,,,,,,,,,,1599458
1568115384.849818000,,,,,,,,0.69921,,
1568115384.849818000,,,,,,,,,,1601728
1568115385.050256000,,,,,,,,0.698758,,
1568115385.050256000,,,,,,,,,,1604035
1568115385.250609000,,,,,,,,0.697822,,
1568115385.250609000,,,,,,,,,,1606353
1568115385.651420000,,,,,,,,0.69882,,
1568115385.651420000,,,,,,,,,,1608691
1568115385.851828000,,,,,,,,0.698629,,
1568115385.851828000,,,,,,,,,,1611006
1568115386.252599000,,,,,,,,0.698051,,
1568115386.252599000,,,,,,,,,,1613311
1568115386.452996000,,,,,,,,0.698533,,
1568115386.452996000,,,,,,,,,,1615646
1568115386.853801000,,,,,,,,0.698402,,
1568115386.853801000,,,,,,,,,,1617831
1568115387.254572000,,,,,,,,0.698779,,
1568115387.254572000,,,,,,,,,,1619968
1568115387.454994000,,,,,,,,0.6986,,
1568115387.454994000,,,,,,,,,,1622251
1568115387.855854000,,,,,,,,0.69959,,
1568115387.855854000,,,,,,,,,,1624559
1568115388.056205000,,,,,,,,0.698522,,
1568115388.056205000,,,,,,,,,,1626728
1568115388.256654000,,,,,,,,0.699025,,
1568115388.256654000,,,,,,,,,,1628920
1568115388.657413000,,,,,,,,0.699524,,
1568115388.657413000,,,,,,,,,,1631014
1568115388.857856000,,,,,,,,0.699486,,
1568115388.857856000,,,,,,,,,,1633223
1568115389.058258000,,,,,,,,0.698319,,
1568115389.058258000,,,,,,,,,,1635311
1568115389.258597000,,,,,,,,0.699881,,
1568115389.258597000,,,,,,,,,,1637431
1568115389.459026000,,,,,,,,0.698504,,
1568115389.459026000,,,,,,,,,,1639537
1568115389.659457000,,,,,,,,0.699374,,
1568115389.659457000,,,,,,,,,,1641796
1568115390.060220000,,,,,,,,0.699782,,
1568115390.060220000,,,,,,,,,,1644010
1568115390.260593000,,,,,,,,0.699553,,
1568115390.260593000,,,,,,,,,,1646086
1568115390.461037000,,,,,,,,0.699105,,
1568115390.461037000,,,,,,,,,,1648302
1568115390.861839000,,,,,,,,0.699536,,
1568115390.861839000,,,,,,,,,,1650408
1568115391.062211000,,,,,,,,0.69951,,
1568115391.062211000,,,,,,,,,,1652612
1568115391.262578000,,,,,,,,0.699222,,
1568115391.262578000,,,,,,,,,,1654709
1568115391.463027000,,,,,,,,0.698495,,
1568115391.463027000,,,,,,,,,,1656928
1568115391.663415000,,,,,,,,0.699144,,
1568115391.663415000,,,,,,,,,,1659201
1568115391.863800000,,,,,,,,0.699615,,
1568115391.863800000,,,,,,,,,,1661337
1568115392.064207000,,,,,,,,0.699438,,
1568115392.064207000,,,,,,,,,,1663560
1568115392.264623000,,,,,,,,0.699445,,
1568115392.264623000,,,,,,,,,,1665843
1568115392.464960000,,,,,,,,0.698152,,
1568115392.464960000,,,,,,,,,,1667908
