Data	1005447	203769	36994
Data	1004835	11048	15537
Data	1004947	66530	27389
Data	1005915	107131	25077
Data	1004583	105666	26684
Data	1006362	76972	22138
Data	1005241	60717	24884
Data	-1	105233	23980
Data	1005021	98078	21969
Data	1004526	54342	19943
Data	1004067	105337	21939
Data	1006236	61203	20082
Data	-1	102543	23263
Data	1004771	35195	21595
Data	1004864	18947	19139
Data	1004929	115125	23477
Data	1004387	107830	27927
Data	1004635	12952	15472
Data	1008787	29271	19685
Data	1005170	123244	23532
Data	1004195	63594	21513
Data	1005509	119435	19480
Data	-1	156369	24585
Data	1004458	92055	22829
Data	1005546	75931	20704
Data	1004471	19992	18452
Data	1005678	23129	14668
Data	1004749	74081	22153
Data	1006037	82635	18943
Data	1005608	154348	22449
Data	1004878	11379	19734
Data	1005373	153685	-1
Data	1004697	23466	20987
Data	1005561	34746	16163
Data	-1	217434	24464
Data	1004275	24823	17753
Data	1005384	71982	19817
Data	1004937	114195	21532
Data	1004581	124392	21562
Data	1004263	107649	22615
Data	1004330	49236	21462
Data	1005330	82291	20337
Data	-1	166575	23139
Data	1004982	37570	19632
Data	1004175	20085	15469
Data	1004695	64639	22537
Data	-1	161409	26658
Data	1004076	14309	16130
Data	1005790	61260	17254
Data	1004682	53588	19179
Data	1004651	70356	19043
Data	1004325	10699	16692
Data	1005317	23149	17476
Data	1003905	68969	19374
Data	1004451	23152	20209
Data	1004554	17369	17485
Data	1005094	51660	17468
Data	1004168	15415	18086
Data	1005331	51184	14989
Data	1004116	31311	20303
Data	1004449	64487	24593
Data	1004838	39823	17539
Data	1004600	6309	15434
Data	1004451	51961	16628
Data	1004020	16202	14207
Data	1004529	46973	20143
Data	-1	99677	23277
Data	1004066	39129	20019
Data	1004834	46195	13266
Data	1004647	111495	23438
Data	1004089	42962	17087
Data	1004670	51198	13259
Data	1005995	88533	20124
Data	1003926	92938	18666
Data	1004411	115749	-1
Data	1004284	115171	23947
Data	1005020	109799	21948
Data	1004776	88965	25108
Data	1004083	66428	17443
Data	1004725	96012	21869
Data	1004341	103218	23105
Data	1004778	88485	21756
Data	1004921	11892	18153
Data	1004918	157849	17617
Data	1005037	84610	22436
Data	1004814	80341	25149
Data	1004586	80315	24647
Data	1005352	73029	20216
Data	1005469	67994	23601
Data	1005182	27348	19451
Data	-1	123719	25511
Data	1004959	30840	15602
Data	1005184	67083	18962
Data	1004635	44073	23976
Data	1005100	35729	15572
Data	1005164	14531	19468
Data	1005752	22696	21586
Data	1004667	71591	23944
Data	1005470	98507	24125
Data	1004407	38868	20829
Data	-1	82282	24780
Data	1005384	20373	18341
Data	1004519	94429	-1
Data	1004496	79918	23509
Data	1004731	141180	-1
Data	1005104	10253	15096
Data	1007934	50223	25203
Data	1004873	64396	22225
Data	1005290	66193	20326
Data	1006766	75108	19999
Data	1004856	68102	23756
Data	1004896	154111	22450
Data	1006411	106178	25232
Data	-1	181089	-1
Data	1006437	5673	13954
Data	1004550	166367	24820
Data	1004780	64468	23798
Data	1005703	60441	25198
Data	1005352	34228	20245
Data	1004370	67716	19408
Data	1006126	97269	-1
Data	1004652	49214	23740
Data	1006262	66405	24739
Data	1006203	201494	-1
Data	1005105	109689	25289
Data	1005399	136989	-1
Data	1005269	108450	20594
Data	1004779	106552	28312
Data	1004305	73636	14236
Data	1005252	60724	22050
Data	1005240	35802	25779
Data	1006060	40114	22775
Data	1005186	24436	19780
Data	1005040	12659	15593
Data	1005844	46512	21030
Data	1005594	191535	26238
Data	1005141	91798	25282
Data	-1	80583	-1
Data	1005175	104726	24495
Data	1005730	106647	24440
Data	1005636	98102	16657
Data	1004727	20396	14695
Data	1006423	34648	21094
Data	1005209	105404	22655
Data	1007621	138614	20889
Data	1005060	71882	19591
Data	1004814	97585	21514
Data	1004560	66063	23904
Data	1003952	116781	22447
Data	1004683	98968	23006
Data	1005182	21494	18026
Data	1005053	23900	19369
Data	1004682	6596	6903
Data	1005442	51119	18617
Data	1004533	50791	18592
Data	-1	122468	25800
Data	1004585	34595	16606
Data	1004316	89048	23874
Data	1004251	74390	20690
Data	1004517	145720	22994
Data	1006609	93718	24764
Data	1004579	66228	21805
Data	1004249	19102	17411
Data	1004270	38485	19353
Data	1004713	134930	18502
Data	1004569	38945	18157
Data	1004869	73266	23963
Data	1003541	181086	21628
Data	1004404	21259	20034
Data	1004973	8126	12804
Data	1005002	40341	23263
Data	-1	123377	-1
Data	1003971	57374	14365
Data	1004362	35113	20871
Data	1004695	29421	14324
Data	1004727	43880	18248
Data	1004188	87974	21285
Data	1004450	65755	19814
Data	1004049	83669	21463
Data	1004599	25210	13956
Data	1004586	38931	15786
Data	1004172	66862	19116
Data	1004003	203209	22432
Data	1004531	51030	17310
Data	1004266	12121	12495
Data	1004311	111420	19058
Data	1004016	119311	-1
Data	1004240	81236	19801
Data	1004105	86049	-1
Data	1004003	50331	18871
Data	1004289	110562	21791
Data	1004020	44760	21539
Data	1005693	46203	19090
Data	1004874	77809	20769
Data	1004965	57177	19711
Data	1004937	62074	14244
Data	1004066	59075	20120
Data	1004321	88670	23018
Data	1004616	44391	17419
Data	1004090	15916	20997
Data	1004569	48631	20939
Data	1004533	35173	18600
Data	1005016	103826	20395
Data	1004586	66179	19925
Data	1004377	28438	14873
Data	1004866	50811	18202
Data	1004417	11794	7593
Data	-1	153583	-1
Data	1004069	151045	21558
Data	1004145	57870	20595
Data	1004001	71860	17608
Data	1004372	65050	21098
Data	1003708	52905	21090
Data	1004086	59743	20729
Data	1005417	78181	23078
Data	1004098	18561	16551
Data	1004396	92417	21567
Data	-1	202239	23132
Data	1004142	22748	18915
Data	1004322	98967	23274
Data	1004661	99639	19746
Data	1004023	38665	16749
Data	1003705	44797	20282
Data	1005372	75469	20118
Data	-1	41272	20469
Data	1004430	68615	19223
Data	1005320	68336	16348
Data	1005234	58522	19339
Data	1004846	42067	17639
Data	1004547	58526	14954
Data	1006302	162194	24832
Data	1004851	63393	16632
Data	1004867	60439	25086
Data	1004538	7822	11411
Data	1004991	91452	20445
Data	1004415	78528	21401
Data	1003874	41730	19045
Data	1004405	94280	21064
Data	1004006	75662	24455
Data	1004412	82348	18292
Data	1004464	70102	21890
Data	1004582	112104	19346
Data	1004480	37241	15887
Data	1004962	49496	17802
Data	1006293	78800	20673
Data	1003985	88212	21933
Data	1004545	68972	-1
Data	1005566	101566	23312
Data	1004328	53413	17964
Data	1004586	15664	16084
Data	1005602	49424	16270
Data	1003890	121885	24086
Data	1003907	43383	18213
Data	1004594	55981	19105
Data	1003796	79355	22470
Data	1004832	15728	16933
Data	1004105	12144	15428
Data	1005078	40505	18186
Data	1004820	45670	18767
Data	1004147	12799	16305
Data	1004584	35157	13781
Data	1005750	57785	18562
Data	1004223	70707	17950
Data	1004271	44568	16906
Data	1004365	67067	19957
Data	1004188	77461	20303
Data	1003827	26283	18893
Data	1004161	71987	17115
Data	1004504	59609	17805
Data	1005637	55204	19080
Data	1004247	14687	11739
Data	1004995	27739	18810
Data	1004413	60244	16465
Data	1004532	110879	17325
Data	1004230	44655	15717
Data	1003903	33969	21304
Data	1004119	91026	24086
Data	1004159	122479	18681
Data	1004477	47076	18307
Data	1004099	28886	14870
Data	1005524	44613	15130
Data	1006460	116287	19200
Data	1004242	114155	22005
Data	1004134	6956	10834
Data	1004418	140601	-1
Data	-1	69880	-1
Data	1004741	62268	24314
Data	1003735	109287	21268
Data	1005699	22233	15470
Data	1004440	45977	17413
Data	1004605	15159	13258
Data	1004215	43813	19382
Data	1004522	49978	20156
Data	1004212	137663	25320
Data	1004531	188097	22241
Data	1004327	82626	20032
Data	1004517	18748	17971
Data	1003648	53928	19042
Data	1004092	71176	22468
Data	1004161	47564	11987
Data	1004711	78005	24008
Data	1004389	95425	18869
Data	1004047	147623	-1
Data	1004407	35408	16991
Data	1004030	56552	21773
Data	1004313	37968	18107
Data	1004036	28032	17190
Data	1004664	160197	20861
Data	1004631	39912	20162
Data	1004193	18848	14339
Data	1004627	55640	18304
Data	1004117	34167	14383
Data	1004121	28667	17013
Data	1004308	36496	18549
Data	1004413	158076	22845
Data	1004874	79470	19974
Data	1004232	65638	14692
Data	1004469	86484	20058
Data	1003855	29090	16179
Data	1004278	78209	18899
Data	1003891	139776	-1
Data	1004444	22465	17149
Data	1004340	44915	20880
Data	1004225	34814	17488
Data	1005513	47597	20349
Data	1004737	113351	20197
Data	1004279	71419	19546
Data	1004244	20583	17569
Data	1004280	65260	21541
Data	1004254	57293	18034
Data	1004786	76669	22373
Data	1003709	30874	19055
Data	1004171	81646	25023
Data	1004570	5077	11988
Data	1005064	116497	18187
Data	1007045	50209	14086
Data	1004530	8784	11360
Data	1004102	90918	24966
Data	1005275	34197	15253
Data	1005146	103991	19024
Data	1004130	74990	23501
Data	1006407	44653	16413
Data	1004315	21776	14041
Data	-1	104331	23433
Data	1004193	62707	21990
Data	1004334	28622	21742
Data	1004571	71995	22150
Data	1003683	89123	22249
Data	1004437	74340	19895
Data	1004594	135234	23500
Data	1004784	26806	20350
Data	1005486	43074	18262
Data	1004203	98314	21741
Data	1004006	30571	17225
Data	1004326	70525	16294
Data	1004524	79428	22157
Data	1004404	51759	18576
Data	1004325	96450	18097
Data	1003981	37822	19423
Data	1003981	45410	17224
Data	1003999	57713	18437
Data	1005281	35572	20575
Data	1003979	94850	17481
Data	1004950	105905	24647
Data	1003993	79124	22948
Data	1004249	80077	22876
Data	1004882	51259	22349
Data	-1	127727	23439
Data	1004586	14283	18953
Data	1004812	21355	17791
Data	1003873	17212	16202
Data	1004608	12676	13859
Data	1004324	21668	16119
Data	1004463	67930	18027
Data	1005054	23498	15528
Data	1003878	45816	18268
Data	1004824	76046	21430
Data	1004135	90306	17183
Data	1005104	21550	14522
Data	1004154	54180	21190
Data	1004456	79647	15487
Data	1003892	16039	12445
Data	1004591	49002	17845
Data	1003851	33484	14742
Data	1004051	17703	17366
Data	1004744	13259	18920
Data	1006255	38826	19444
Data	1004328	113314	19069
Data	1007659	38079	19149
Data	1003946	111772	18845
Data	1005586	73451	23366
Data	1004348	95461	20996
Data	1004492	55976	22067
Data	1005667	166027	25609
Data	1005070	47134	13849
Data	1005019	137655	26362
Data	1004071	59699	14669
Data	1004415	60741	17913
Data	1004881	86063	21070
Data	1004211	106453	23416
Data	1005457	85506	20548
Data	1005582	22404	16322
Data	1004036	54474	20671
Data	1004352	60097	17180
Data	1004920	136642	25336
Data	1003949	42690	17297
Data	1004404	18296	18338
Data	1003887	54780	19573
Data	1005483	8567	9814
Data	1004593	27402	14975
Data	1004186	95882	19059
Data	1003891	36871	17696
Data	1004740	24574	18477
Data	1004365	64241	22417
Data	1003816	34643	20928
Data	1003932	52549	20899
Data	1005267	74785	20774
Data	1004623	38054	21583
Data	1004492	29124	17200
Data	1005059	90483	18640
Data	1004228	43993	16015
Data	1004963	85127	17387
Data	1003815	54783	20838
Data	1004318	15666	15702
Data	1004414	35771	19630
Data	1004747	39680	18214
Data	1004539	98126	19001
Data	1004340	4473	13585
Data	1007199	113336	23582
Data	1004227	166254	24938
Data	1004857	21583	18407
Data	1005180	108468	22453
